姓名,住址,出生日期,国籍,民族,性别,婚姻状态,收入,工作单位,职业
卢璐,陕西省兵县朝阳贵阳街495号,10/12/1985,中国,汉族,女,单身,50013,璐物业代理有限责任公司,工人
杨晓明,台湾省银川市永川邯郸街,6/3/1992,韩国,高山族,男,已婚,62616,晓明通讯有限责任公司,收银员
程睿,天津市婷婷县东丽陈路4577号,26/11/1971,中国台湾,壮族,男,离异,21510,子韬工程有限责任公司,科研人员
林震南,安徽蚌埠市禹会区长青乡黄山村,9/10/1983,中国,汉族,男,已婚,15000,陶有限责任公司,工人
韩岚,宁夏固原市彭阳县白阳镇袁老庄村,30/1/1964,菲律宾,苗族,女,已婚,13499,岚有限责任公司,服务员
程秀英,宁夏回族自治区瑜市江北冯街1731号,17/1/1968,日本,朝鲜族,女,单身,29310,子异有限责任公司,白领
陈岚,香港特别行政区长春县双滦黄街,6/6/1994,中国香港,回族,女,丧偶,5939,李电脑有限责任公司,教师
向致远,重庆市辖区九龙坡区走马镇大石村,27/5/1964,中国香港,回族,男,已婚,21276,晓明食品有限责任公司,教师
孙震南,吉林省洁市黄浦杨路943号,26/1/1971,中国台湾,壮族,男,单身,56405,震南食品有限责任公司,科研人员
汪子韬,广西壮族自治区钦州市钦南区尖山镇九鸦村,30/9/1992,中国台湾,壮族,男,单身,29779,安琪系统有限责任公司,科研人员
周晓明,陕西省咸阳市泾阳县高庄镇金田玉村,6/1/1963,菲律宾,苗族,男,单身,68257,高記电子有限责任公司,服务员
邱睿,河南省超县西夏吴路Z座,2/3/1994,中国台湾,壮族,男,单身,47296,安琪贸易有限责任公司,科研人员
谭嘉伦,甘肃省昆明县静安梁路7643号,1/2/1961,韩国,高山族,男,单身,66380,子韬系统有限责任公司,收银员
郝云熙,浙江省俊县梁平永安街,7/4/1977,中国台湾,壮族,男,已婚,45242,岚顾问有限责任公司,科研人员
赵岚,四川省哈尔滨市孝南李路9535号,14/3/1981,中国台湾,壮族,女,单身,22530,马記电脑有限责任公司,科研人员
刘子韬,山西省阳泉市城区下站街道办事处新市街社区,6/8/1960,日本,朝鲜族,男,已婚,24393,晓明有限责任公司,白领
任晓明,山东枣庄市薛城区兴仁街道办事处西谷山村,25/3/1968,中国台湾,壮族,男,单身,13510,宇宁有限责任公司,科研人员
许岚,河北省承德市隆化县山湾乡庄头营村,26/12/1973,韩国,高山族,女,已婚,15000,黄記制药有限责任公司,收银员
苏詩涵,山西省辛集市高坪李路515号,26/6/1976,韩国,高山族,女,已婚,53713,致远有限责任公司,收银员
叶震南,福建省坤县和平巢湖路6505号,24/11/1982,中国香港,回族,男,单身,45870,待业,教师
孔安琪,浙江省淮安县沙市李路,9/3/1998,中国台湾,壮族,女,已婚,15000,詩涵有限责任公司,科研人员
袁秀英,辽宁省阜新市新邱区中兴街道中兴社区,21/10/2000,中国,汉族,女,已婚,21991,许电脑有限责任公司,工人
郑岚,台湾省坤县普陀李路S座,26/6/1961,中国香港,回族,女,单身,27223,韩有限责任公司,教师
萧睿,宁夏回族自治区石嘴山市大武口区星海镇临湖村,20/12/1976,中国,汉族,男,已婚,42194,钱記有限责任公司,工人
莫杰宏,澳门特别行政区娟市蓟州顾路g座,19/8/1985,泰国,土家族,男,已婚,42962,待业,学生
罗秀英,云南省莉市秀英苏路F座,10/7/1981,日本,朝鲜族,女,已婚,62999,石有限责任公司,白领
黎子韬,香港特别行政区广州县高明魏街4842号,20/1/1989,韩国,高山族,男,单身,58284,詩涵电子有限责任公司,收银员
姚致远,上海市辖县崇明县三星镇三星,20/10/1975,韩国,高山族,男,单身,68159,邹記有限责任公司,收银员
莫睿,香港特别行政区玉市南湖银川街2865号,20/6/1990,中国香港,回族,男,已婚,61723,致远有限责任公司,教师
陈嘉伦,山西省运城市垣曲县新城镇瓦舍村,24/5/1966,韩国,高山族,男,已婚,36498,杰宏物业代理有限责任公司,收银员
严震南,澳门特别行政区梅县滨城谢路b座,28/8/1988,中国,汉族,男,已婚,20349,待业,工人
郑子异,广东省成县海港沈阳路5991号,23/9/1998,中国台湾,壮族,男,已婚,65426,子异有限责任公司,科研人员
梁安琪,河南省鑫县吉区马路r座,6/10/1970,中国台湾,壮族,女,单身,38104,吕記有限责任公司,科研人员
张嘉伦,澳门特别行政区桂花县上街台北路,26/4/1965,韩国,高山族,男,已婚,15000,韩电脑有限责任公司,收银员
高安琪,江苏省玲市永川沈阳路F座,12/12/1962,菲律宾,苗族,女,单身,23526,周記有限责任公司,服务员
曾岚,河南商丘市梁园区双八镇路楼村,13/2/1987,中国,汉族,女,单身,21391,马有限责任公司,工人
贺嘉伦,江西省九江市修水县大桥镇沙湾村,27/9/1962,中国台湾,壮族,男,离异,21227,子异有限责任公司,科研人员
常岚,甘肃省畅市东城路路2779号,1/6/1963,中国香港,回族,女,单身,43085,梁記有限责任公司,教师
阎岚,甘肃省六安县滨城李街6087号,3/4/1970,中国,汉族,女,分居,26394,杰宏电脑有限责任公司,工人
丁晓明,湖南省关岭市龙潭长春街4697号,25/6/1981,中国香港,回族,男,单身,21420,子异有限责任公司,教师
黎晓明,重庆市红梅市长寿澳门街839号,4/11/1985,美国,白族,男,已婚,59171,郭食品有限责任公司,个体
高岚,山东省台北县西夏哈尔滨街,1/11/1979,日本,朝鲜族,女,单身,67944,宇宁有限责任公司,白领
汤震南,河南省澳门县和平关岭路3097号,30/8/1988,中国,汉族,男,单身,15000,马有限责任公司,工人
龚嘉伦,江西九江市共青城市江益镇江益街,3/9/1996,美国,白族,男,单身,59182,叶記贸易有限责任公司,个体
徐璐,内蒙古自治区雪梅市东城杨街g座,18/5/1989,菲律宾,苗族,女,已婚,43479,杰宏食品有限责任公司,服务员
钟睿,湖南省永州市冷水滩区珊瑚街道高塘村,27/12/1961,泰国,土家族,男,单身,36779,许有限责任公司,学生
胡子异,宁夏回族自治区吴忠市红寺堡区红寺堡开发区南川乡沙草墩村,26/7/1986,日本,朝鲜族,男,已婚,24721,姜記系统有限责任公司,白领
徐睿,广西防城港市防城区扶隆乡教良村,6/6/1970,日本,朝鲜族,男,已婚,28697,秀英技术有限责任公司,白领
黎晓明,云南省哈尔滨县山亭杭州路y座,3/10/1983,中国香港,回族,男,分居,45324,杜有限责任公司,教师
龚嘉伦,西藏自治区澳门县城北田街6409号,10/7/1970,中国香港,回族,男,单身,15000,林記工程有限责任公司,教师
龚睿,福建省建华县孝南呼和浩特路,15/9/1966,泰国,土家族,男,已婚,10408,待业,学生
江震南,江西省通辽市秀英张路J座,17/3/1990,中国台湾,壮族,男,单身,6344,安琪有限责任公司,科研人员
萧震南,上海市沈阳市吉区上海街7959号,17/7/1996,中国台湾,壮族,男,单身,14478,钱記工业有限责任公司,科研人员
毛云熙,江苏无锡市惠山区堰桥街道塘头社区,8/10/1983,中国台湾,壮族,男,单身,12217,李記贸易有限责任公司,科研人员
萧晓明,广西壮族自治区防城港市东兴市马路镇北联村,17/5/1968,美国,白族,男,已婚,66358,岚发展贸易有限责任公司,个体
侯震南,云南省沈阳市白云杭州街,9/6/1976,菲律宾,苗族,男,已婚,15000,安琪有限责任公司,服务员
冯晓明,云南大理白族自治州祥云县鹿鸣乡大凹柰村,11/3/1968,日本,朝鲜族,男,已婚,34669,待业,白领
杜秀英,河北省东市沙市蒙街,24/11/1993,中国,汉族,女,已婚,14062,杨記物业代理有限责任公司,工人
秦云熙,重庆市市辖区綦江区永新镇三合村,3/2/1994,中国香港,回族,男,已婚,15000,晓明电子有限责任公司,教师
杨震南,海南省广州县华龙李路,25/8/1980,中国,汉族,男,单身,22284,段有限责任公司,工人
段睿,安徽省宜都县平山李路4668号,15/12/1985,美国,白族,男,单身,53770,罗記有限责任公司,个体
苏子异,云南省旭市大东张路9582号,14/1/1991,中国台湾,壮族,男,离异,20922,云熙工业有限责任公司,科研人员
顾子韬,西藏自治区龙县大兴重庆街r座,8/5/1980,菲律宾,苗族,男,已婚,68384,魏有限责任公司,服务员
薛秀英,湖南省桂香市普陀香港路3969号,24/12/1983,美国,白族,女,单身,65159,郑記有限责任公司,个体
傅詩涵,上海市辖区闸北区芷江西路街道城上城,17/8/1970,中国台湾,壮族,女,已婚,51507,子异电脑有限责任公司,科研人员
蒋震南,吉林省延边朝鲜族自治州龙井市智新镇新安村,24/8/1970,韩国,高山族,男,单身,27483,于通讯有限责任公司,收银员
冯云熙,湖南省马鞍山市金平马鞍山街9860号,30/7/1966,泰国,土家族,男,单身,7816,彭技术有限责任公司,学生
邱震南,内蒙古自治区南京县东城邓路,3/11/1976,中国台湾,壮族,男,已婚,30323,林系统有限责任公司,科研人员
蒋子异,青海省华市山亭台北街J座,8/12/1982,日本,朝鲜族,男,离异,46024,睿电讯有限责任公司,白领
贾震南,北京市济南市永川南昌街8186号,4/10/1975,美国,白族,男,单身,37055,张記制药有限责任公司,个体
蔡詩涵,安徽省兴城县海陵李街458号,17/4/1991,日本,朝鲜族,女,离异,33626,常技术有限责任公司,白领
邱秀英,北京市马鞍山市高港黄街M座,9/6/1997,菲律宾,苗族,女,丧偶,7441,宇宁食品有限责任公司,服务员
罗晓明,江西省宜都市海港佛山街5403号,3/9/1972,中国台湾,壮族,男,单身,68406,秀英电讯有限责任公司,科研人员
阎璐,安徽蚌埠市蚌山区纬二路街道纬一社区,24/4/1974,日本,朝鲜族,女,单身,48109,震南有限责任公司,白领
陶杰宏,云南大理白族自治州宾川县钟英傈僳族彝族乡芝麻登村,4/5/1967,中国,汉族,男,分居,15000,程記通讯有限责任公司,工人
孙震南,上海市建军县六枝特王路Q座,14/4/1983,菲律宾,苗族,男,单身,32278,邵記发展贸易有限责任公司,服务员
金睿,湖北省婷婷县孝南樊街W座,23/5/1995,中国台湾,壮族,男,离异,14618,向記有限责任公司,科研人员
程晓明,山东省惠州市上街阎街,11/7/1965,菲律宾,苗族,男,离异,15000,待业,服务员
秦晓明,青海果洛藏族自治州玛沁县拉加镇加思乎牧委会,14/5/1995,日本,朝鲜族,男,已婚,22868,岚有限责任公司,白领
吴致远,广西来宾市忻城县城关镇古饶村,2/9/1960,菲律宾,苗族,男,已婚,66391,杰宏发展贸易有限责任公司,服务员
蔡子异,河北沧州市孟村回族自治县辛店镇付林村,3/8/1980,中国香港,回族,男,已婚,53858,高有限责任公司,教师
彭璐,江苏南通市如东县岔河镇新港村,17/6/1968,韩国,高山族,女,分居,68508,晓明顾问有限责任公司,收银员
贺杰宏,新疆维吾尔自治区华市高坪贵阳路71号,5/2/1998,中国台湾,壮族,男,单身,48342,宇宁顾问有限责任公司,科研人员
廖岚,河北省哈尔滨市高坪上海街a座,14/9/1993,中国,汉族,女,单身,59403,曹記有限责任公司,工人
于子异,安徽阜阳市界首市任寨乡岳刘村,3/11/1988,中国香港,回族,男,已婚,39063,嘉伦食品有限责任公司,教师
黎致远,河南省安阳市内黄县东庄镇小屯村,28/10/1963,韩国,高山族,男,单身,16766,董記有限责任公司,收银员
姚璐,青海省黄南藏族自治州同仁县保安镇群吾村,1/2/1977,中国,汉族,女,单身,64644,孙記电讯有限责任公司,工人
陆秀英,台湾省云市高明方街G座,18/1/1991,韩国,高山族,女,已婚,40532,徐記有限责任公司,收银员
彭宇宁,湖北省巢湖县南溪高街,18/2/1973,日本,朝鲜族,男,单身,20504,待业,白领
叶嘉伦,辽宁省辽阳市灯塔市大河南镇古树子村,21/1/1994,美国,白族,男,已婚,63985,周通讯有限责任公司,个体
谭岚,宁夏回族自治区北京县翔安胡街2939号,31/12/1998,中国台湾,壮族,女,单身,15000,安琪顾问有限责任公司,科研人员
严宇宁,黑龙江省瑜县静安盘街,8/3/1994,中国香港,回族,男,已婚,50010,嘉伦工程有限责任公司,教师
萧璐,西藏昌都地区洛隆县达龙乡布达村,5/12/1966,菲律宾,苗族,女,已婚,50564,璐工业有限责任公司,服务员
程震南,江苏省扬州市宝应县山阳镇徐庄村,26/7/1972,中国香港,回族,男,离异,60989,云熙电子有限责任公司,教师
宋嘉伦,福建省漳州市漳浦县盘陀镇和美村,1/7/1993,韩国,高山族,男,单身,9074,待业,收银员
陆晓明,贵州安顺市关岭布依族苗族自治县关索街道办事处大龙滩村,30/8/1967,菲律宾,苗族,男,离异,5861,秀英制药有限责任公司,服务员
汤宇宁,陕西省金凤市崇文方路9766号,14/9/1995,韩国,高山族,男,单身,56367,致远工业有限责任公司,收银员
蒋云熙,福建省南平市松溪县渭田镇潘墩村,5/2/1979,中国香港,回族,男,单身,47428,阎記有限责任公司,教师
曹岚,广西壮族自治区郑州市白云熊路2546号,26/7/2000,美国,白族,女,已婚,66957,待业,个体
吴睿,西藏自治区通辽县高明薛街4720号,24/1/1976,中国台湾,壮族,男,已婚,31610,晓明有限责任公司,科研人员
许詩涵,吉林省桂英县海港南昌街d座,1/2/1982,中国,汉族,女,单身,15280,胡技术有限责任公司,工人
段晓明,新疆维吾尔自治区楠县涪城太原路8082号,24/1/1971,菲律宾,苗族,男,单身,15000,董玩具有限责任公司,服务员
毛云熙,北京市上海县清河南京街J座,19/7/2000,中国,汉族,男,单身,7291,金有限责任公司,工人
宋安琪,福建省慧县南溪柳州街4106号,28/7/1971,泰国,土家族,女,已婚,9613,待业,学生
罗子韬,重庆市市辖县酉阳土家族苗族自治县酉酬镇双禄村,6/12/1982,中国香港,回族,男,已婚,32482,杰宏有限责任公司,教师
顾杰宏,青海省太原县兴山拉萨路S座,7/8/1963,日本,朝鲜族,男,单身,15000,阎有限责任公司,白领
汪詩涵,广东揭阳市榕城区梅云街道办事处夏桥村,25/10/1979,韩国,高山族,女,单身,5620,子韬电子有限责任公司,收银员
林子异,贵州铜仁市印江土家族苗族自治县板溪镇下洞村,6/11/1991,日本,朝鲜族,男,已婚,15000,傅記物业代理有限责任公司,白领
高云熙,浙江省东县兴山兴城路Q座,5/2/1963,泰国,土家族,男,已婚,69814,宇宁顾问有限责任公司,学生
黄安琪,海南省小红市城东台北路9811号,24/5/1981,日本,朝鲜族,女,已婚,11990,杰宏工业有限责任公司,白领
田杰宏,江西省桂芝县翔安廖街7338号,4/9/1984,韩国,高山族,男,单身,50268,安琪顾问有限责任公司,收银员
史詩涵,湖北省重庆市闵行澳门街,23/8/1998,中国台湾,壮族,女,单身,17342,致远电讯有限责任公司,科研人员
宋秀英,陕西省六盘水县花溪重庆街,31/5/1988,中国台湾,壮族,女,已婚,61902,严工业有限责任公司,科研人员
韩子异,山东省玉兰县高港东莞路N座,5/7/1982,韩国,高山族,男,已婚,8438,子韬有限责任公司,收银员
阎璐,湖南省阳县淄川海门街,30/4/1978,菲律宾,苗族,女,单身,15000,苏記工程有限责任公司,服务员
曾子异,台湾省兴城市房山文街7436号,23/1/1997,菲律宾,苗族,男,单身,11416,孟記有限责任公司,服务员
张宇宁,台湾省磊县闵行陈路,24/12/1981,韩国,高山族,男,已婚,64722,待业,收银员
董秀英,黑龙江省博市城东李街5097号,28/5/2000,中国台湾,壮族,女,单身,51709,宋有限责任公司,科研人员
朱璐,江苏省浩市黄浦赵街,17/9/1976,中国台湾,壮族,女,单身,69013,安琪工业有限责任公司,科研人员
邹子韬,青海省明县房山徐街4433号,15/4/2000,中国,汉族,男,丧偶,28781,子异制药有限责任公司,工人
罗致远,四川省文市花溪吕街J座,9/12/1971,泰国,土家族,男,分居,15013,曾記工业有限责任公司,学生
方宇宁,吉林省深圳县静安兰州路u座,6/6/1964,日本,朝鲜族,男,单身,20481,杰宏电脑有限责任公司,白领
